id,sex,age_cat,race,decile_score,two_year_recid
3838,Male,Greater than 45,African-American,1,0
3839,Male,Greater than 45,African-American,3,1
3840,Male,25 - 45,African-American,10,0
3841,Male,Greater than 45,Caucasian,2,0
3842,Male,25 - 45,Hispanic,1,0
3843,Female,Greater than 45,Hispanic,1,1
3847,Male,Less than 25,African-American,7,1
3848,Male,25 - 45,African-American,8,1
3853,Male,25 - 45,African-American,5,0
3854,Male,Less than 25,African-American,3,1
3855,Male,Greater than 45,Caucasian,1,0
3856,Female,25 - 45,African-American,3,0
3857,Female,25 - 45,African-American,2,0
3858,Female,25 - 45,African-American,6,1
3859,Male,25 - 45,Other,3,1
3860,Male,Greater than 45,Caucasian,1,0
3862,Male,25 - 45,Caucasian,1,0
3863,Male,25 - 45,Caucasian,2,0
3864,Male,Greater than 45,Caucasian,1,0
3865,Male,Less than 25,African-American,10,0
3867,Male,Greater than 45,African-American,5,0
3869,Male,25 - 45,African-American,4,0
3870,Male,25 - 45,African-American,10,1
3872,Male,Less than 25,Caucasian,4,0
3879,Male,25 - 45,Caucasian,2,0
3880,Male,Greater than 45,African-American,6,1
3881,Male,25 - 45,African-American,5,1
3882,Male,Less than 25,Caucasian,3,0
3884,Female,Greater than 45,Caucasian,3,1
3885,Male,Greater than 45,Caucasian,1,1
3888,Female,Greater than 45,African-American,2,0
3890,Male,25 - 45,Other,3,0
3891,Female,Less than 25,African-American,8,1
3896,Male,Less than 25,Hispanic,7,1
3897,Male,25 - 45,Caucasian,3,1
3898,Male,Greater than 45,Caucasian,1,0
3899,Male,25 - 45,African-American,8,1
3902,Male,25 - 45,Caucasian,4,0
3903,Female,25 - 45,African-American,9,1
3904,Female,Greater than 45,African-American,2,0
3906,Male,25 - 45,African-American,8,1
3907,Male,Greater than 45,Hispanic,1,0
3909,Male,25 - 45,Caucasian,8,1
3910,Male,25 - 45,African-American,5,1
3911,Male,Greater than 45,Hispanic,6,0
3912,Male,25 - 45,Caucasian,2,0
3917,Male,Less than 25,African-American,3,0
3918,Male,25 - 45,African-American,1,1
3919,Male,Greater than 45,Asian,5,1
3920,Male,25 - 45,Other,5,0
3924,Female,25 - 45,African-American,6,0
3925,Male,Less than 25,African-American,3,1
3929,Male,Less than 25,African-American,4,1
3930,Male,Greater than 45,Caucasian,2,0
3933,Female,25 - 45,African-American,9,1
3934,Male,Greater than 45,African-American,5,0
3935,Female,Less than 25,African-American,6,0
3936,Male,25 - 45,African-American,10,1
3938,Male,25 - 45,Caucasian,6,0
3939,Male,25 - 45,African-American,10,1
3941,Male,25 - 45,Caucasian,3,0
3942,Male,25 - 45,African-American,1,1
3944,Male,25 - 45,Hispanic,1,1
3946,Male,25 - 45,African-American,2,1
3947,Male,25 - 45,Other,1,0
3948,Male,Less than 25,African-American,5,0
3950,Male,25 - 45,Caucasian,9,1
3952,Male,25 - 45,Caucasian,4,0
3957,Male,Less than 25,Hispanic,2,0
3958,Male,25 - 45,Caucasian,1,0
3960,Male,25 - 45,African-American,2,0
3961,Male,25 - 45,Hispanic,1,0
3963,Male,Greater than 45,Caucasian,1,0
3965,Male,Greater than 45,Caucasian,1,0
3966,Male,Greater than 45,African-American,8,1
3969,Male,Less than 25,African-American,10,1
3972,Male,25 - 45,Caucasian,7,0
3973,Female,Greater than 45,Caucasian,1,1
3974,Male,25 - 45,African-American,3,0
3975,Male,25 - 45,Caucasian,2,0
3976,Male,Greater than 45,African-American,7,1
3977,Male,Greater than 45,Caucasian,1,0
3978,Female,Less than 25,Caucasian,3,0
3979,Male,25 - 45,Caucasian,3,0
3980,Male,25 - 45,African-American,7,1
3981,Male,25 - 45,African-American,5,1
3982,Male,25 - 45,African-American,1,0
3984,Male,25 - 45,Caucasian,7,0
3985,Male,25 - 45,Hispanic,6,1
3987,Male,25 - 45,Caucasian,5,1
3988,Female,25 - 45,African-American,3,1
3989,Male,Greater than 45,Hispanic,2,1
3990,Male,25 - 45,African-American,4,1
3991,Male,25 - 45,Hispanic,2,0
3992,Male,25 - 45,Hispanic,5,1
3993,Male,25 - 45,Hispanic,2,0
3994,Male,25 - 45,Hispanic,5,0
3995,Male,Less than 25,African-American,3,1
3997,Male,25 - 45,African-American,7,1
3998,Male,Greater than 45,African-American,1,1
3999,Male,25 - 45,African-American,1,0
4000,Male,25 - 45,African-American,9,1
4001,Male,25 - 45,African-American,5,1
4002,Male,25 - 45,African-American,5,0
4003,Male,25 - 45,Caucasian,2,0
4004,Female,25 - 45,African-American,3,0
4005,Male,25 - 45,Caucasian,2,0
4006,Male,Greater than 45,Caucasian,1,0
4007,Male,Less than 25,African-American,10,1
4010,Male,Less than 25,African-American,6,0
4011,Male,25 - 45,Caucasian,6,0
4012,Male,Less than 25,African-American,7,0
4013,Male,25 - 45,Caucasian,9,1
4014,Male,25 - 45,African-American,8,1
4016,Male,25 - 45,Caucasian,7,0
4018,Male,Greater than 45,African-American,1,0
4020,Male,25 - 45,Other,2,1
4021,Male,25 - 45,African-American,1,0
4022,Female,Less than 25,Caucasian,7,0
4023,Female,25 - 45,Caucasian,1,0
4024,Female,25 - 45,African-American,8,1
4026,Female,25 - 45,Hispanic,2,1
4028,Female,25 - 45,African-American,4,0
4029,Male,25 - 45,Hispanic,2,1
4031,Male,Greater than 45,African-American,1,0
4032,Male,25 - 45,Caucasian,4,0
4033,Male,25 - 45,African-American,8,0
4035,Male,25 - 45,African-American,3,0
4036,Male,25 - 45,African-American,5,0
4037,Male,Less than 25,Caucasian,8,1
4038,Male,Greater than 45,Caucasian,6,1
4039,Male,25 - 45,Hispanic,4,0
4041,Male,25 - 45,African-American,7,0
4045,Female,Greater than 45,Caucasian,3,1
4047,Female,Less than 25,African-American,6,0
4048,Male,25 - 45,Caucasian,8,1
4049,Male,Less than 25,Caucasian,6,1
4052,Male,25 - 45,African-American,5,0
4054,Male,Less than 25,African-American,3,0
4058,Male,Greater than 45,Caucasian,1,0
4059,Male,25 - 45,African-American,5,1
4060,Male,25 - 45,African-American,2,0
4061,Female,Greater than 45,Caucasian,1,0
4062,Male,25 - 45,Caucasian,2,0
4063,Male,25 - 45,Caucasian,4,1
4064,Female,25 - 45,Caucasian,4,0
4065,Male,Less than 25,Caucasian,4,1
4067,Male,25 - 45,Caucasian,4,1
4068,Female,Greater than 45,Caucasian,1,0
4069,Male,Less than 25,Caucasian,4,1
4070,Male,25 - 45,African-American,1,0
4072,Male,25 - 45,African-American,1,0
4073,Male,25 - 45,Caucasian,2,0
4075,Male,25 - 45,African-American,5,0
4076,Male,25 - 45,African-American,6,0
4078,Male,Greater than 45,Hispanic,1,1
4080,Male,Less than 25,African-American,5,0
4081,Male,25 - 45,Caucasian,3,0
4082,Male,Less than 25,Caucasian,5,1
4083,Male,Less than 25,Other,8,0
4084,Male,25 - 45,African-American,9,0
4085,Male,Greater than 45,Caucasian,3,0
4086,Male,25 - 45,African-American,10,1
4087,Female,25 - 45,African-American,6,0
4088,Male,25 - 45,African-American,3,0
4098,Male,25 - 45,African-American,4,1
4099,Male,Less than 25,African-American,4,0
4100,Male,Less than 25,Caucasian,8,1
4101,Male,25 - 45,African-American,10,1
4102,Male,Less than 25,African-American,9,0
4104,Male,Greater than 45,African-American,1,1
4105,Male,25 - 45,Caucasian,9,1
4106,Male,25 - 45,Caucasian,6,1
4108,Male,25 - 45,African-American,9,1
4111,Male,Greater than 45,African-American,8,0
4112,Male,Less than 25,African-American,3,0
4116,Male,25 - 45,African-American,2,1
4117,Female,Greater than 45,Caucasian,1,0
4118,Male,25 - 45,Caucasian,6,1
4119,Male,Greater than 45,Caucasian,6,1
4120,Male,25 - 45,Caucasian,1,0
4121,Male,25 - 45,Hispanic,2,0
4122,Female,25 - 45,Caucasian,6,0
4123,Male,Greater than 45,Caucasian,1,0
4125,Female,25 - 45,African-American,5,0
4126,Male,25 - 45,African-American,2,1
4127,Female,Less than 25,African-American,8,1
4128,Male,Less than 25,African-American,4,1
4130,Male,Greater than 45,Caucasian,1,0
4134,Male,Greater than 45,African-American,6,1
4135,Male,25 - 45,African-American,3,1
4136,Male,25 - 45,African-American,5,0
4137,Male,Less than 25,Caucasian,8,1
4139,Male,25 - 45,African-American,8,1
4140,Female,25 - 45,Caucasian,1,0
4141,Male,25 - 45,African-American,6,0
4143,Male,Greater than 45,African-American,1,0
4144,Male,Less than 25,African-American,9,0
4145,Male,Less than 25,African-American,10,1
4146,Male,Less than 25,African-American,5,1
4152,Male,25 - 45,Hispanic,2,0
4154,Male,Greater than 45,African-American,1,0
4155,Male,Less than 25,African-American,9,1
4157,Male,Less than 25,African-American,4,1
4158,Male,Less than 25,African-American,10,1
4159,Male,25 - 45,Caucasian,2,1
4160,Female,25 - 45,Caucasian,5,1
4161,Male,Greater than 45,African-American,1,1
4162,Male,25 - 45,African-American,10,1
4163,Female,25 - 45,Caucasian,4,1
4164,Female,25 - 45,Caucasian,4,0
4165,Male,Less than 25,African-American,7,0
4168,Male,Greater than 45,Caucasian,4,0
4169,Male,25 - 45,Caucasian,3,0
4170,Male,25 - 45,Caucasian,9,1
4171,Male,Less than 25,African-American,7,0
4172,Female,25 - 45,Other,4,1
4178,Male,25 - 45,Caucasian,3,0
4179,Male,Less than 25,African-American,3,1
4180,Female,25 - 45,Hispanic,9,1
4181,Male,25 - 45,African-American,10,1
4182,Male,25 - 45,Caucasian,5,0
4183,Male,Greater than 45,Caucasian,1,0
4184,Male,25 - 45,Caucasian,10,1
4185,Male,Less than 25,Other,6,1
4186,Male,Greater than 45,Caucasian,1,0
4187,Female,25 - 45,Caucasian,1,1
4189,Male,25 - 45,African-American,10,1
4190,Male,25 - 45,African-American,6,1
4191,Female,25 - 45,Caucasian,4,0
4192,Male,25 - 45,African-American,8,1
4193,Male,25 - 45,Hispanic,1,0
4194,Male,25 - 45,African-American,8,0
4195,Female,25 - 45,African-American,6,1
4196,Female,25 - 45,African-American,3,0
4198,Male,25 - 45,African-American,9,1
4199,Male,Less than 25,Caucasian,4,0
4202,Male,25 - 45,African-American,6,1
4203,Male,25 - 45,Caucasian,4,0
4204,Male,25 - 45,African-American,3,0
4205,Female,25 - 45,Caucasian,4,1
4207,Male,25 - 45,African-American,10,1
4211,Male,Greater than 45,Other,1,0
4212,Male,Less than 25,Native American,4,1
4217,Male,25 - 45,Caucasian,5,1
4219,Male,25 - 45,African-American,1,0
4220,Male,Less than 25,Other,6,1
4223,Female,25 - 45,African-American,9,1
4225,Male,25 - 45,African-American,9,1
4226,Male,25 - 45,Caucasian,4,1
4227,Male,25 - 45,Hispanic,1,1
4228,Male,25 - 45,Caucasian,8,1
4229,Male,Less than 25,Caucasian,8,1
4230,Male,25 - 45,Hispanic,10,0
4232,Male,25 - 45,African-American,5,1
4233,Male,25 - 45,African-American,1,0
4235,Male,Greater than 45,African-American,9,1
4236,Male,25 - 45,African-American,2,1
4238,Male,25 - 45,African-American,7,1
4239,Male,25 - 45,Hispanic,3,0
4240,Male,Less than 25,Hispanic,2,1
4244,Male,25 - 45,Caucasian,1,1
4245,Male,25 - 45,African-American,3,0
4247,Male,25 - 45,African-American,6,0
4248,Male,25 - 45,Hispanic,9,1
4250,Female,25 - 45,African-American,3,0
4252,Male,Greater than 45,Caucasian,1,0
4254,Male,Greater than 45,African-American,6,0
4255,Male,25 - 45,Caucasian,5,0
4256,Male,25 - 45,African-American,9,1
4257,Male,25 - 45,African-American,7,1
4258,Male,25 - 45,Caucasian,2,0
4260,Male,25 - 45,African-American,5,0
4262,Male,25 - 45,African-American,4,1
4265,Male,Greater than 45,African-American,8,0
4267,Male,Greater than 45,Other,1,1
4269,Male,25 - 45,African-American,9,1
4270,Male,Less than 25,African-American,4,0
4274,Male,25 - 45,African-American,8,1
4275,Male,Greater than 45,Caucasian,3,0
4276,Male,Less than 25,African-American,4,1
4280,Male,25 - 45,Hispanic,9,0
4281,Male,25 - 45,African-American,4,0
4282,Male,Less than 25,Hispanic,3,0
4283,Female,Less than 25,African-American,7,1
4284,Male,Greater than 45,Other,1,1
4288,Male,Greater than 45,Caucasian,1,0
4290,Male,25 - 45,African-American,1,0
4292,Female,Less than 25,Other,5,0
4293,Male,Less than 25,Other,10,1
4296,Male,25 - 45,Hispanic,2,0
4297,Male,Less than 25,Caucasian,9,1
4298,Female,Greater than 45,Hispanic,1,0
4299,Female,Greater than 45,Caucasian,9,0
4300,Male,Greater than 45,Caucasian,1,0
4301,Male,25 - 45,African-American,3,0
4303,Male,25 - 45,African-American,8,0
4305,Male,25 - 45,Hispanic,1,0
4306,Male,Less than 25,African-American,10,1
4307,Male,Less than 25,African-American,8,0
4310,Male,Less than 25,Caucasian,5,1
4311,Male,25 - 45,African-American,8,1
4314,Male,25 - 45,African-American,7,1
4315,Male,Greater than 45,African-American,4,1
4316,Male,Greater than 45,African-American,9,1
4317,Male,25 - 45,African-American,6,0
4319,Male,Greater than 45,Caucasian,4,0
4320,Male,25 - 45,African-American,9,0
4322,Male,25 - 45,Hispanic,7,0
4323,Male,Less than 25,African-American,3,1
4324,Male,Less than 25,Caucasian,5,0
4328,Male,Less than 25,African-American,8,1
4329,Male,25 - 45,African-American,10,0
4330,Male,25 - 45,African-American,6,1
4331,Male,Greater than 45,African-American,8,1
4332,Male,Greater than 45,Caucasian,7,1
4333,Male,25 - 45,Other,1,1
4335,Male,25 - 45,African-American,9,0
4336,Male,Less than 25,African-American,4,0
4337,Male,25 - 45,Caucasian,1,0
4338,Male,Greater than 45,African-American,2,0
4339,Male,25 - 45,Hispanic,10,1
4340,Male,25 - 45,African-American,2,1
4341,Male,25 - 45,Other,7,1
4342,Male,Less than 25,African-American,8,1
4346,Male,Greater than 45,Caucasian,2,1
4348,Male,Less than 25,African-American,6,1
4353,Male,25 - 45,Caucasian,1,1
4356,Male,Less than 25,Caucasian,2,0
4357,Male,25 - 45,African-American,7,1
4358,Female,Greater than 45,Other,1,0
4360,Male,Greater than 45,Caucasian,1,0
4362,Male,25 - 45,Other,1,1
4365,Male,25 - 45,Caucasian,5,0
4367,Female,25 - 45,African-American,6,1
4368,Male,Less than 25,Hispanic,4,1
4370,Male,25 - 45,African-American,9,0
4371,Male,Greater than 45,Caucasian,1,0
4372,Male,Less than 25,African-American,5,1
4375,Male,25 - 45,Caucasian,5,1
4376,Female,Less than 25,Other,5,0
4377,Male,Less than 25,African-American,8,1
4378,Male,25 - 45,Caucasian,4,1
4381,Male,Greater than 45,Caucasian,1,0
4383,Male,Greater than 45,African-American,7,1
4384,Male,Less than 25,African-American,9,1
4385,Male,25 - 45,African-American,3,1
4387,Male,25 - 45,African-American,9,1
4388,Male,25 - 45,Caucasian,3,1
4389,Male,25 - 45,Caucasian,6,0
4390,Male,Greater than 45,Caucasian,1,0
4391,Male,25 - 45,African-American,2,0
4393,Male,Less than 25,African-American,4,1
4394,Male,Less than 25,African-American,5,0
4396,Male,Greater than 45,Caucasian,2,1
4397,Male,25 - 45,African-American,4,1
4398,Male,Less than 25,African-American,9,1
4400,Male,Greater than 45,Caucasian,1,0
4401,Male,25 - 45,African-American,2,0
4402,Male,25 - 45,Hispanic,1,0
4403,Male,25 - 45,African-American,7,0
4404,Female,25 - 45,African-American,10,1
4406,Male,Less than 25,Hispanic,10,0
4407,Male,Greater than 45,Caucasian,1,1
4408,Male,25 - 45,African-American,1,0
4409,Male,25 - 45,Caucasian,10,1
4411,Male,Greater than 45,Caucasian,3,0
4414,Male,25 - 45,Caucasian,2,0
4415,Male,Greater than 45,African-American,1,1
4416,Male,Greater than 45,Caucasian,2,0
4418,Male,Greater than 45,Caucasian,4,0
4419,Female,Less than 25,Caucasian,3,0
4421,Female,Greater than 45,African-American,2,1
4422,Male,25 - 45,African-American,9,0
4425,Male,25 - 45,Other,1,0
4426,Female,25 - 45,Caucasian,2,0
4428,Male,25 - 45,African-American,9,0
4430,Male,25 - 45,Hispanic,3,1
4431,Male,Greater than 45,Caucasian,1,1
4432,Male,Less than 25,Caucasian,7,0
4433,Female,25 - 45,Hispanic,2,0
4434,Male,25 - 45,Caucasian,7,1
4435,Female,Greater than 45,Other,1,0
4436,Male,Less than 25,African-American,10,1
4437,Male,Greater than 45,Caucasian,1,0
4438,Female,Greater than 45,Caucasian,1,0
4439,Female,Less than 25,Caucasian,5,0
4440,Male,25 - 45,African-American,2,1
4441,Female,Greater than 45,Caucasian,2,0
4442,Male,Less than 25,Caucasian,9,0
4443,Female,25 - 45,Caucasian,5,0
4444,Female,25 - 45,Caucasian,10,0
4445,Female,Less than 25,African-American,5,0
4447,Male,Less than 25,African-American,3,1
4448,Male,25 - 45,African-American,4,0
4450,Male,Less than 25,African-American,3,0
4451,Male,Greater than 45,Caucasian,1,0
4452,Male,25 - 45,African-American,9,1
4453,Male,25 - 45,African-American,9,1
4455,Male,25 - 45,Hispanic,1,1
4457,Male,25 - 45,African-American,4,1
4459,Male,Less than 25,African-American,4,0
4461,Male,Greater than 45,Caucasian,1,0
4462,Female,25 - 45,African-American,3,0
4463,Female,Greater than 45,Caucasian,2,1
4464,Male,25 - 45,African-American,2,0
4466,Female,25 - 45,African-American,7,1
4468,Male,Greater than 45,Hispanic,1,0
4469,Male,Greater than 45,Caucasian,1,0
4471,Male,25 - 45,Caucasian,1,0
4473,Male,25 - 45,African-American,1,1
4475,Male,25 - 45,African-American,2,0
4476,Male,Greater than 45,African-American,8,1
4478,Male,Greater than 45,African-American,8,0
4479,Male,25 - 45,African-American,1,0
4480,Male,25 - 45,Caucasian,9,1
4481,Male,Greater than 45,African-American,7,0
4483,Male,25 - 45,African-American,7,1
4485,Male,Less than 25,African-American,3,1
4486,Male,Less than 25,Caucasian,8,1
4488,Male,Less than 25,Hispanic,6,1
4491,Male,25 - 45,African-American,4,1
4492,Female,Less than 25,African-American,4,0
4493,Male,25 - 45,African-American,9,0
4494,Female,Greater than 45,African-American,1,0
4495,Male,Less than 25,African-American,3,0
4496,Male,Less than 25,African-American,3,0
4498,Male,25 - 45,Caucasian,7,1
4500,Male,25 - 45,African-American,8,0
4501,Female,Less than 25,African-American,10,1
4502,Male,Greater than 45,Caucasian,1,0
4503,Male,25 - 45,African-American,2,1
4504,Male,Less than 25,African-American,9,1
4505,Male,Less than 25,Caucasian,6,0
4506,Male,25 - 45,African-American,10,0
4508,Female,25 - 45,African-American,5,0
4509,Male,Less than 25,African-American,7,1
4510,Male,Greater than 45,Caucasian,1,0
4511,Male,Greater than 45,African-American,1,0
4512,Male,Less than 25,African-American,8,1
4513,Male,Less than 25,Other,4,1
4514,Male,Greater than 45,African-American,7,0
4516,Male,Greater than 45,Caucasian,1,1
4517,Female,Less than 25,African-American,4,0
4518,Male,Less than 25,African-American,3,1
4520,Female,25 - 45,African-American,6,1
4521,Female,25 - 45,Caucasian,5,0
4524,Male,Less than 25,Caucasian,4,0
4525,Male,25 - 45,Hispanic,5,1
4526,Male,25 - 45,Caucasian,5,1
4527,Male,25 - 45,Other,1,0
4530,Male,25 - 45,Other,2,0
4533,Male,Less than 25,Caucasian,6,1
4534,Female,25 - 45,African-American,2,0
4536,Female,25 - 45,Caucasian,1,0
4537,Male,25 - 45,African-American,4,0
4541,Male,25 - 45,Caucasian,2,0
4544,Male,25 - 45,African-American,5,1
4546,Male,25 - 45,African-American,1,1
4550,Male,25 - 45,African-American,8,1
4552,Male,Less than 25,African-American,2,0
4553,Male,25 - 45,Hispanic,3,0
4554,Male,25 - 45,African-American,10,0
4556,Female,25 - 45,African-American,4,0
4557,Male,25 - 45,Caucasian,5,0
4558,Male,25 - 45,Caucasian,1,0
4559,Male,25 - 45,African-American,6,1
4560,Male,25 - 45,Hispanic,1,0
4562,Male,25 - 45,African-American,5,0
4563,Female,25 - 45,African-American,5,1
4564,Male,Greater than 45,Other,4,1
4566,Female,25 - 45,African-American,4,0
4567,Female,Greater than 45,African-American,2,0
4568,Male,Less than 25,Caucasian,2,1
4569,Male,25 - 45,Caucasian,5,0
4574,Male,25 - 45,Caucasian,8,1
4576,Female,25 - 45,Caucasian,3,0
4579,Male,Greater than 45,African-American,4,1
4580,Male,25 - 45,African-American,10,1
4581,Male,Greater than 45,African-American,9,0
4582,Female,Greater than 45,African-American,8,0
4584,Male,Greater than 45,Caucasian,1,0
4586,Male,Greater than 45,Other,4,1
4587,Male,25 - 45,Caucasian,7,1
4588,Male,Less than 25,African-American,3,1
4590,Male,25 - 45,Hispanic,2,1
4591,Male,25 - 45,Caucasian,9,0
4592,Male,Less than 25,African-American,10,1
4593,Male,25 - 45,Asian,1,0
4595,Male,25 - 45,African-American,7,1
4596,Male,Greater than 45,African-American,1,1
4598,Male,25 - 45,African-American,10,0
4599,Male,Greater than 45,African-American,2,1
4603,Male,25 - 45,African-American,3,0
4604,Male,Greater than 45,Hispanic,1,0
4605,Male,25 - 45,Other,1,1
4608,Male,Less than 25,African-American,10,1
4609,Male,Greater than 45,Caucasian,1,0
4610,Male,25 - 45,African-American,9,1
4611,Male,25 - 45,African-American,1,0
4612,Male,25 - 45,Caucasian,7,1
4613,Female,25 - 45,African-American,3,0
